Name,Country,Query_Name,Latitude,Longitude,
Nieuwpoort,Belgique,NIEUWPOORT,51.12848229999999,2.7480158,"Harbor.create(name: ""Nieuwpoort"", lat: 51.12848229999999, lng: 2.7480158, query: ""NIEUWPOORT"")"
Niigata,Japon,NIIGATA,37.9161924,139.0364126,"Harbor.create(name: ""Niigata"", lat: 37.9161924, lng: 139.0364126, query: ""NIIGATA"")"
Nikiski,Etats-Unis (Alaska),NIKISHKA,60.6902778,-151.2888889,"Harbor.create(name: ""Nikiski"", lat: 60.6902778, lng: -151.2888889, query: ""NIKISHKA"")"
Niue,Nouvelle-Zelande,NIUE,,,
Norfolk,Etats-Unis,HAMPTON_ROADS,36.8507689,-76.28587259999999,"Harbor.create(name: ""Norfolk"", lat: 36.8507689, lng: -76.28587259999999, query: ""HAMPTON_ROADS"")"
Norfolk Island,Australie,NORFOLK_ISLAND,-27.660651,153.3818475,"Harbor.create(name: ""Norfolk Island"", lat: -27.660651, lng: 153.3818475, query: ""NORFOLK_ISLAND"")"
North Shields,Royaume-Uni,NORTH_SHIELDS,55.010762,-1.449138,"Harbor.create(name: ""North Shields"", lat: 55.010762, lng: -1.449138, query: ""NORTH_SHIELDS"")"
North Sydney,Canada,NORTH_SYDNEY,46.2064806,-60.25238049999999,"Harbor.create(name: ""North Sydney"", lat: 46.2064806, lng: -60.25238049999999, query: ""NORTH_SYDNEY"")"
Nouadhibou (Port-Etienne),Mauritanie,NOUADHIBOU,20.9425179,-17.0362272,"Harbor.create(name: ""Nouadhibou (Port-Etienne)"", lat: 20.9425179, lng: -17.0362272, query: ""NOUADHIBOU"")"
Noumea,France (Nouvelle-Caledonie),NOUMEA,-22.2716119,166.4409846,"Harbor.create(name: ""Noumea"", lat: -22.2716119, lng: 166.4409846, query: ""NOUMEA"")"
alofa,Tonga,NUKUALOFA,-21.1393418,-175.204947,"Harbor.create(name: ""alofa"", lat: -21.1393418, lng: -175.204947, query: ""NUKUALOFA"")"
Oakland,Etats-Unis,OAKLAND,37.8043637,-122.2711137,"Harbor.create(name: ""Oakland"", lat: 37.8043637, lng: -122.2711137, query: ""OAKLAND"")"
Oamaru,Nouvelle-Zelande,OAMARU,-45.0975118,170.9704148,"Harbor.create(name: ""Oamaru"", lat: -45.0975118, lng: 170.9704148, query: ""OAMARU"")"
Oban,Royaume-Uni,OBAN,56.415157,-5.471047,"Harbor.create(name: ""Oban"", lat: 56.415157, lng: -5.471047, query: ""OBAN"")"
Obbia (Hobyo),Somalie,OBBIA,5.3515922,48.5249751,"Harbor.create(name: ""Obbia (Hobyo)"", lat: 5.3515922, lng: 48.5249751, query: ""OBBIA"")"
Ochong Do,Coree du Sud,OCHONG_DO,34.8333333,128.4833333,"Harbor.create(name: ""Ochong Do"", lat: 34.8333333, lng: 128.4833333, query: ""OCHONG_DO"")"
Oita,Japon,OITA,33.2395578,131.609272,"Harbor.create(name: ""Oita"", lat: 33.2395578, lng: 131.609272, query: ""OITA"")"
Okha,Inde,OKHA,22.4649185,69.0701995,"Harbor.create(name: ""Okha"", lat: 22.4649185, lng: 69.0701995, query: ""OKHA"")"
Olympia,Etats-Unis,OLYMPIA,47.0378741,-122.9006951,"Harbor.create(name: ""Olympia"", lat: 47.0378741, lng: -122.9006951, query: ""OLYMPIA"")"
Ominato,Japon,OMINATO,41.2385672,141.1251497,"Harbor.create(name: ""Ominato"", lat: 41.2385672, lng: 141.1251497, query: ""OMINATO"")"
Omonville-La-Rogue,France,OMONVILLE-LA-ROGUE,49.702378,-1.844,"Harbor.create(name: ""Omonville-La-Rogue"", lat: 49.702378, lng: -1.844, query: ""OMONVILLE-LA-ROGUE"")"
Onahama,Japon,ONAHAMA,36.9490884,140.9055861,"Harbor.create(name: ""Onahama"", lat: 36.9490884, lng: 140.9055861, query: ""ONAHAMA"")"
Onehunga,Nouvelle-Zelande,ONEHUNGA,-36.9227811,174.7851972,"Harbor.create(name: ""Onehunga"", lat: -36.9227811, lng: 174.7851972, query: ""ONEHUNGA"")"
Onomichi,Japon,ONOMICHI,34.4088756,133.2048886,"Harbor.create(name: ""Onomichi"", lat: 34.4088756, lng: 133.2048886, query: ""ONOMICHI"")"
Orange Bay,Chili,ORANGE_BAY,-33.5741343,-70.5997348,"Harbor.create(name: ""Orange Bay"", lat: -33.5741343, lng: -70.5997348, query: ""ORANGE_BAY"")"
Osaka,Japon,OSAKA,34.6937378,135.5021651,"Harbor.create(name: ""Osaka"", lat: 34.6937378, lng: 135.5021651, query: ""OSAKA"")"
Oslo,Norvege,OSLO,59.9138688,10.7522454,"Harbor.create(name: ""Oslo"", lat: 59.9138688, lng: 10.7522454, query: ""OSLO"")"
Ostende,Belgique,OOSTENDE,51.21543,2.928656,"Harbor.create(name: ""Ostende"", lat: 51.21543, lng: 2.928656, query: ""OOSTENDE"")"
Ostrov Toporkova,Federation de Russie,OSTROV_TOPORKOVA,52.9219444,158.7763889,"Harbor.create(name: ""Ostrov Toporkova"", lat: 52.9219444, lng: 158.7763889, query: ""OSTROV_TOPORKOVA"")"
Otaru,Japon,OTARU,43.1907173,140.9946621,"Harbor.create(name: ""Otaru"", lat: 43.1907173, lng: 140.9946621, query: ""OTARU"")"
Ouessant,France,OUESSANT_LAMPAUL,48.4551019,-5.097626,"Harbor.create(name: ""Ouessant"", lat: 48.4551019, lng: -5.097626, query: ""OUESSANT_LAMPAUL"")"
Ouistreham,France,OUISTREHAM,49.276656,-0.258658,"Harbor.create(name: ""Ouistreham"", lat: 49.276656, lng: -0.258658, query: ""OUISTREHAM"")"
Out Skerries,Royaume-Uni (Iles Shetland),OUT_SKERRIES,60.4217641,-0.7704483999999999,"Harbor.create(name: ""Out Skerries"", lat: 60.4217641, lng: -0.7704483999999999, query: ""OUT_SKERRIES"")"
Owen Bay,Canada,OWEN_BAY,50.316667,-125.216667,"Harbor.create(name: ""Owen Bay"", lat: 50.316667, lng: -125.216667, query: ""OWEN_BAY"")"
Paagoumene,France (Nouvelle-Caledonie),PAAGOUMENE,,,
Paimpol,France,PAIMPOL,48.779782,-3.048828,"Harbor.create(name: ""Paimpol"", lat: 48.779782, lng: -3.048828, query: ""PAIMPOL"")"
Palerme (Sicile),Italie,PALERMO_SICILE,38.1156879,13.3612671,"Harbor.create(name: ""Palerme (Sicile)"", lat: 38.1156879, lng: 13.3612671, query: ""PALERMO_SICILE"")"
Pamban,Inde,PAMBAN_PASSE,9.2797601,79.2291055,"Harbor.create(name: ""Pamban"", lat: 9.2797601, lng: 79.2291055, query: ""PAMBAN_PASSE"")"
Papeete,France (Polynesie),PAPEETE_FARE-UTE,-17.5516251,-149.5584758,"Harbor.create(name: ""Papeete"", lat: -17.5516251, lng: -149.5584758, query: ""PAPEETE_FARE-UTE"")"
Paphos,Chypre,PAPHOS_CHYPRE,34.7720133,32.4297369,"Harbor.create(name: ""Paphos"", lat: 34.7720133, lng: 32.4297369, query: ""PAPHOS_CHYPRE"")"
Paradip,Inde,PARADIP,20.3165523,86.6113628,"Harbor.create(name: ""Paradip"", lat: 20.3165523, lng: 86.6113628, query: ""PARADIP"")"
Paramaribo,Suriname,PARAMARIBO,5.8520355,-55.2038278,"Harbor.create(name: ""Paramaribo"", lat: 5.8520355, lng: -55.2038278, query: ""PARAMARIBO"")"
Paranagua,Bresil,PARANAGUA,-25.5165725,-48.5229975,"Harbor.create(name: ""Paranagua"", lat: -25.5165725, lng: -48.5229975, query: ""PARANAGUA"")"
Pasajes,Espagne,PASAJES,43.32547030000001,-1.9301396,"Harbor.create(name: ""Pasajes"", lat: 43.32547030000001, lng: -1.9301396, query: ""PASAJES"")"
Passage Saint-Armel,France,PASSAGE_SAINT-ARMEL,47.58535699999999,-2.717122,"Harbor.create(name: ""Passage Saint-Armel"", lat: 47.58535699999999, lng: -2.717122, query: ""PASSAGE_SAINT-ARMEL"")"
Patunungan Bay,Philippines,PATUNUNGAN_BAY,12.879721,121.774017,"Harbor.create(name: ""Patunungan Bay"", lat: 12.879721, lng: 121.774017, query: ""PATUNUNGAN_BAY"")"
Pauillac,France,PAUILLAC,45.199585,-0.746212,"Harbor.create(name: ""Pauillac"", lat: 45.199585, lng: -0.746212, query: ""PAUILLAC"")"
Pebane,Mozambique,PORTO_DE_PEBANE,-16.6444482,38.48499229999999,"Harbor.create(name: ""Pebane"", lat: -16.6444482, lng: 38.48499229999999, query: ""PORTO_DE_PEBANE"")"
Pelabuahan Kuantan,Malaisie,TANJUNG_GELAND,3.9855054,103.418252,"Harbor.create(name: ""Pelabuahan Kuantan"", lat: 3.9855054, lng: 103.418252, query: ""TANJUNG_GELAND"")"
Pelabuang Kelang,Malaisie,PELABUHAN_KELANG,2.999852,101.39283,"Harbor.create(name: ""Pelabuang Kelang"", lat: 2.999852, lng: 101.39283, query: ""PELABUHAN_KELANG"")"
Pemba (Porto Amelia),Mozambique,PEMBA,-12.9732026,40.5178014,"Harbor.create(name: ""Pemba (Porto Amelia)"", lat: -12.9732026, lng: 40.5178014, query: ""PEMBA"")"
Pending,Malaisie,KUCHING,1.5505203,110.377341,"Harbor.create(name: ""Pending"", lat: 1.5505203, lng: 110.377341, query: ""KUCHING"")"
Penerf,France,PENERF,47.508153,-2.624892,"Harbor.create(name: ""Penerf"", lat: 47.508153, lng: -2.624892, query: ""PENERF"")"
Peniche,Portugal,PENICHE,39.3603291,-9.387622,"Harbor.create(name: ""Peniche"", lat: 39.3603291, lng: -9.387622, query: ""PENICHE"")"
Pensacola,Etats-Unis,PENSACOLA,30.42130899999999,-87.2169149,"Harbor.create(name: ""Pensacola"", lat: 30.42130899999999, lng: -87.2169149, query: ""PENSACOLA"")"
Perros-Guirec,France,PERROS-GUIREC_TRESTRAOU,48.815456,-3.444943,"Harbor.create(name: ""Perros-Guirec"", lat: 48.815456, lng: -3.444943, query: ""PERROS-GUIREC_TRESTRAOU"")"
Petropavlosk,Federation de Russie,PETROPAVLOSK,53.0409109,158.6777259,"Harbor.create(name: ""Petropavlosk"", lat: 53.0409109, lng: 158.6777259, query: ""PETROPAVLOSK"")"
Philadelphia,Etats-Unis,PHILADELPHIA,39.9525839,-75.1652215,"Harbor.create(name: ""Philadelphia"", lat: 39.9525839, lng: -75.1652215, query: ""PHILADELPHIA"")"
Phsar Ream,Cambodge,REAM,,,
Picton,Nouvelle-Zelande,PICTON,-41.2905926,174.0010044,"Harbor.create(name: ""Picton"", lat: -41.2905926, lng: 174.0010044, query: ""PICTON"")"
Pictou,Canada,PICTOU,45.679332,-62.720603,"Harbor.create(name: ""Pictou"", lat: 45.679332, lng: -62.720603, query: ""PICTOU"")"
Pinamar,Argentine,PINAMAR,-37.1145662,-56.86070549999999,"Harbor.create(name: ""Pinamar"", lat: -37.1145662, lng: -56.86070549999999, query: ""PINAMAR"")"
Pinang,Malaisie,PINANG,5.4163459,100.3327617,"Harbor.create(name: ""Pinang"", lat: 5.4163459, lng: 100.3327617, query: ""PINANG"")"
Pipavav Port,Inde,PIPAVAV_BANDAR,20.9644772,71.49968679999999,"Harbor.create(name: ""Pipavav Port"", lat: 20.9644772, lng: 71.49968679999999, query: ""PIPAVAV_BANDAR"")"
Ploumanach,France,PLOUMANACH,48.815456,-3.444943,"Harbor.create(name: ""Ploumanach"", lat: 48.815456, lng: -3.444943, query: ""PLOUMANACH"")"
Plymouth Devonport,Royaume-Uni,PLYMOUTH_DEVONPORT,50.377009,-4.1762119,"Harbor.create(name: ""Plymouth Devonport"", lat: 50.377009, lng: -4.1762119, query: ""PLYMOUTH_DEVONPORT"")"
Pohang,Coree du Sud,P_OHANG,36.0190178,129.3434808,"Harbor.create(name: ""Pohang"", lat: 36.0190178, lng: 129.3434808, query: ""P_OHANG"")"
Poingam,France (Nouvelle-Caledonie),POINGAM,,,
Point Fortin,Trinite-et-Tobago,POINT_FORTIN,10.1702737,-61.67133860000001,"Harbor.create(name: ""Point Fortin"", lat: 10.1702737, lng: -61.67133860000001, query: ""POINT_FORTIN"")"
Point Lonsdale,Australie,PORT_PHILLIP_HEADS,-38.28333300000001,144.6,"Harbor.create(name: ""Point Lonsdale"", lat: -38.28333300000001, lng: 144.6, query: ""PORT_PHILLIP_HEADS"")"
Point Murat,Australie,POINT_MURAT,-21.8906206,114.1312991,"Harbor.create(name: ""Point Murat"", lat: -21.8906206, lng: 114.1312991, query: ""POINT_MURAT"")"
Point Tupper,Canada,POINT_TUPPER,45.60569599999999,-61.353417,"Harbor.create(name: ""Point Tupper"", lat: 45.60569599999999, lng: -61.353417, query: ""POINT_TUPPER"")"
Agon,France,POINTE_D_AGON,49.042981,-1.577206,"Harbor.create(name: ""Agon"", lat: 49.042981, lng: -1.577206, query: ""POINTE_D_AGON"")"
Pointe de Gatseau,France,POINTE_DE_GATSEAU,45.7998819,-1.233433,"Harbor.create(name: ""Pointe de Gatseau"", lat: 45.7998819, lng: -1.233433, query: ""POINTE_DE_GATSEAU"")"
Pointe de Grave,France,PORT-BLOC,45.57173299999999,-1.062418,"Harbor.create(name: ""Pointe de Grave"", lat: 45.57173299999999, lng: -1.062418, query: ""PORT-BLOC"")"
Pointe de Saint-Gildas,France,POINTE_DE_SAINT-GILDAS,47.134023,-2.252127,"Harbor.create(name: ""Pointe de Saint-Gildas"", lat: 47.134023, lng: -2.252127, query: ""POINTE_DE_SAINT-GILDAS"")"
Pointe-Noire,Congo,POINTE_NOIRE,-4.7691623,11.866362,"Harbor.create(name: ""Pointe-Noire"", lat: -4.7691623, lng: 11.866362, query: ""POINTE_NOIRE"")"
Pointe-a-Pitre,France (Antilles),POINTE-A-PITRE,16.2376869,-61.5340424,"Harbor.create(name: ""Pointe-a-Pitre"", lat: 16.2376869, lng: -61.5340424, query: ""POINTE-A-PITRE"")"
Pointe-au-Pere,Canada,POINTE-AU-PERE,48.5019065,-68.4592289,"Harbor.create(name: ""Pointe-au-Pere"", lat: 48.5019065, lng: -68.4592289, query: ""POINTE-AU-PERE"")"
Pointe-des-Galets (Ile de la Reunion),France (Ocean Indien),POINTE_DES_GALETS,,,
Polyarnyy,Federation de Russie,YEKATERININSKAYA,69.19867339999999,33.4394483,"Harbor.create(name: ""Polyarnyy"", lat: 69.19867339999999, lng: 33.4394483, query: ""YEKATERININSKAYA"")"
Ponce,Porto-Rico,PONCE,18.0110768,-66.6140616,"Harbor.create(name: ""Ponce"", lat: 18.0110768, lng: -66.6140616, query: ""PONCE"")"
Ponta Delgada (S. Miguel),Portugal,PONTA_DELGADA,37.7428301,-25.6805868,"Harbor.create(name: ""Ponta Delgada (S. Miguel)"", lat: 37.7428301, lng: -25.6805868, query: ""PONTA_DELGADA"")"
Pornic,France,PORNIC,47.115491,-2.104444,"Harbor.create(name: ""Pornic"", lat: 47.115491, lng: -2.104444, query: ""PORNIC"")"
Pornichet,France,PORNICHET,47.263426,-2.340571,"Harbor.create(name: ""Pornichet"", lat: 47.263426, lng: -2.340571, query: ""PORNICHET"")"
Port Alberni,Canada,PORT_ALBERNI,49.2338882,-124.8055494,"Harbor.create(name: ""Port Alberni"", lat: 49.2338882, lng: -124.8055494, query: ""PORT_ALBERNI"")"
Port Angeles,Etats-Unis,PORT_ANGELES,48.118146,-123.4307413,"Harbor.create(name: ""Port Angeles"", lat: 48.118146, lng: -123.4307413, query: ""PORT_ANGELES"")"
Port Augusta,Australie,PORT_AUGUSTA,-32.4952339,137.7894394,"Harbor.create(name: ""Port Augusta"", lat: -32.4952339, lng: 137.7894394, query: ""PORT_AUGUSTA"")"
Port Blair (Andaman I.),Inde,PORT_BLAIR,11.6233774,92.7264828,"Harbor.create(name: ""Port Blair (Andaman I.)"", lat: 11.6233774, lng: 92.7264828, query: ""PORT_BLAIR"")"
Port Chalmers (Dunedin),Nouvelle-Zelande,PORT_CHALMERS,-45.81589659999999,170.6213504,"Harbor.create(name: ""Port Chalmers (Dunedin)"", lat: -45.81589659999999, lng: 170.6213504, query: ""PORT_CHALMERS"")"
Port Dickson,Malaisie,PORT_DICKSON,2.52254,101.7962932,"Harbor.create(name: ""Port Dickson"", lat: 2.52254, lng: 101.7962932, query: ""PORT_DICKSON"")"
Port Hedland,Australie,PORT_HEDLAND,-20.3106621,118.5878223,"Harbor.create(name: ""Port Hedland"", lat: -20.3106621, lng: 118.5878223, query: ""PORT_HEDLAND"")"
Port Kembla,Australie,PORT_KEMBLA,-34.485392,150.8995794,"Harbor.create(name: ""Port Kembla"", lat: -34.485392, lng: 150.8995794, query: ""PORT_KEMBLA"")"
Port La Nouvelle,France,PORT_LA_NOUVELLE,43.021342,3.043916,"Harbor.create(name: ""Port La Nouvelle"", lat: 43.021342, lng: 3.043916, query: ""PORT_LA_NOUVELLE"")"
Port Lincoln,Australie,PORT_LINCOLN,-34.7301943,135.8504838,"Harbor.create(name: ""Port Lincoln"", lat: -34.7301943, lng: 135.8504838, query: ""PORT_LINCOLN"")"
Port Magdalena,Mexique,MAGDALENA_BAHIA,17.5389746,-99.5107803,"Harbor.create(name: ""Port Magdalena"", lat: 17.5389746, lng: -99.5107803, query: ""MAGDALENA_BAHIA"")"
Port Manech,France,PORT_MANECH,47.80116599999999,-3.742948,"Harbor.create(name: ""Port Manech"", lat: 47.80116599999999, lng: -3.742948, query: ""PORT_MANECH"")"
Port Moresby,Papouasie-Nouvelle-Guinee,PORT_MORESBY,-9.443800399999999,147.1802671,"Harbor.create(name: ""Port Moresby"", lat: -9.443800399999999, lng: 147.1802671, query: ""PORT_MORESBY"")"
Port Nolloth,Afrique du Sud,PORT_NOLLOTH,-29.2415382,16.9004472,"Harbor.create(name: ""Port Nolloth"", lat: -29.2415382, lng: 16.9004472, query: ""PORT_NOLLOTH"")"
id),Egypte,PORT_SAID,31.2652893,32.3018661,"Harbor.create(name: ""id)"", lat: 31.2652893, lng: 32.3018661, query: ""PORT_SAID"")"
Port Sultan,Oman,PORT_SULTAN_QABOOS,23.6275477,58.5615244,"Harbor.create(name: ""Port Sultan"", lat: 23.6275477, lng: 58.5615244, query: ""PORT_SULTAN_QABOOS"")"
Port Vendres,France,PORT-VENDRES,42.518487,3.106592,"Harbor.create(name: ""Port Vendres"", lat: 42.518487, lng: 3.106592, query: ""PORT-VENDRES"")"
Port Victoria (Seychelles),Seychelles,PORT_VICTORIA_SEYCHELLES,-4.6166667,55.4833333,"Harbor.create(name: ""Port Victoria (Seychelles)"", lat: -4.6166667, lng: 55.4833333, query: ""PORT_VICTORIA_SEYCHELLES"")"
Port Walcott,Australie,PORT_WALCOTT,-20.5909644,117.1779426,"Harbor.create(name: ""Port Walcott"", lat: -20.5909644, lng: 117.1779426, query: ""PORT_WALCOTT"")"
Port-Beni,France,PORT-BENI,48.84787499999999,-3.16951,"Harbor.create(name: ""Port-Beni"", lat: 48.84787499999999, lng: -3.16951, query: ""PORT-BENI"")"
Port-Elizabeth,Afrique du Sud,PORT-ELIZABETH,-33.7139247,25.5207358,"Harbor.create(name: ""Port-Elizabeth"", lat: -33.7139247, lng: 25.5207358, query: ""PORT-ELIZABETH"")"
Port-Ferreol,France,PORT_FERREOL,43.3587839,6.7164802,"Harbor.create(name: ""Port-Ferreol"", lat: 43.3587839, lng: 6.7164802, query: ""PORT_FERREOL"")"
Port-Gentil,Gabon,PORT-GENTIL,-0.7351025999999999,8.7591311,"Harbor.create(name: ""Port-Gentil"", lat: -0.7351025999999999, lng: 8.7591311, query: ""PORT-GENTIL"")"
Port-Haliguen,France,PORT-HALIGUEN,47.4869444,-3.0997222,"Harbor.create(name: ""Port-Haliguen"", lat: 47.4869444, lng: -3.0997222, query: ""PORT-HALIGUEN"")"
Port-Joinville,France,PORT-JOINVILLE,46.724464,-2.348585,"Harbor.create(name: ""Port-Joinville"", lat: 46.724464, lng: -2.348585, query: ""PORT-JOINVILLE"")"
Port-Louis (Ile Maurice),Ile Maurice,PORT_LOUIS,-20.1608912,57.5012222,"Harbor.create(name: ""Port-Louis (Ile Maurice)"", lat: -20.1608912, lng: 57.5012222, query: ""PORT_LOUIS"")"
Port-Louis Locmalo,France,PORT-LOUIS_LOCMALO,47.707764,-3.3464224,"Harbor.create(name: ""Port-Louis Locmalo"", lat: 47.707764, lng: -3.3464224, query: ""PORT-LOUIS_LOCMALO"")"
Port-Maria,France,PORT-MARIA,48.2949322,-4.2691577,"Harbor.create(name: ""Port-Maria"", lat: 48.2949322, lng: -4.2691577, query: ""PORT-MARIA"")"
Port-Martin,France (Terres australes et antarctiques),PORT-MARTIN,,,
Port-Navalo,France,PORT-NAVALO,47.547204,-2.9158179,"Harbor.create(name: ""Port-Navalo"", lat: 47.547204, lng: -2.9158179, query: ""PORT-NAVALO"")"
Port-Pirie,Australie,PORT-PIRIE,-33.1708294,138.0088567,"Harbor.create(name: ""Port-Pirie"", lat: -33.1708294, lng: 138.0088567, query: ""PORT-PIRIE"")"
Port-Soudan (Bur Sudan),Soudan,PORT-SOUDAN,19.5903471,37.1901616,"Harbor.create(name: ""Port-Soudan (Bur Sudan)"", lat: 19.5903471, lng: 37.1901616, query: ""PORT-SOUDAN"")"
Port-Townsend,Etats-Unis,PORT-TOWNSEND,48.11703869999999,-122.7604472,"Harbor.create(name: ""Port-Townsend"", lat: 48.11703869999999, lng: -122.7604472, query: ""PORT-TOWNSEND"")"
Port-Tudy,France,PORT-TUDY,47.642515,-3.450051,"Harbor.create(name: ""Port-Tudy"", lat: 47.642515, lng: -3.450051, query: ""PORT-TUDY"")"
Port-Vila,Vanuatu,VILA_HARBOUR,-17.7332512,168.3273245,"Harbor.create(name: ""Port-Vila"", lat: -17.7332512, lng: 168.3273245, query: ""VILA_HARBOUR"")"
Port-au-Prince,Haiti,PORT-AU-PRINCE,18.594395,-72.3074326,"Harbor.create(name: ""Port-au-Prince"", lat: 18.594395, lng: -72.3074326, query: ""PORT-AU-PRINCE"")"
Port-aux-Basques,Canada,PORT_AUX_BASQUES,47.5721149,-59.136429,"Harbor.create(name: ""Port-aux-Basques"", lat: 47.5721149, lng: -59.136429, query: ""PORT_AUX_BASQUES"")"
ais,France (Terres australes et antarctiques),PORT-AUX-FRANCAIS,,,
Port-en-Bessin,France,PORT-EN-BESSIN,49.34527,-0.7545379999999999,"Harbor.create(name: ""Port-en-Bessin"", lat: 49.34527, lng: -0.7545379999999999, query: ""PORT-EN-BESSIN"")"
Port-of-Spain,Trinite-et-Tobago,PORT-OF-SPAIN,10.6549013,-61.50192559999999,"Harbor.create(name: ""Port-of-Spain"", lat: 10.6549013, lng: -61.50192559999999, query: ""PORT-OF-SPAIN"")"
Portage Island,Canada,PORTAGE_ISLAND,47.1685315,-65.0401749,"Harbor.create(name: ""Portage Island"", lat: 47.1685315, lng: -65.0401749, query: ""PORTAGE_ISLAND"")"
Portbail,France,PORTBAIL,49.335659,-1.700023,"Harbor.create(name: ""Portbail"", lat: 49.335659, lng: -1.700023, query: ""PORTBAIL"")"
Portland (Australie),Australie,PORTLAND_AUSTRALIE,-38.360895,141.6041155,"Harbor.create(name: ""Portland (Australie)"", lat: -38.360895, lng: 141.6041155, query: ""PORTLAND_AUSTRALIE"")"
Portland (Maine),Etats-Unis,PORTLAND_MAINE,43.66147100000001,-70.2553259,"Harbor.create(name: ""Portland (Maine)"", lat: 43.66147100000001, lng: -70.2553259, query: ""PORTLAND_MAINE"")"
Portland,Royaume-Uni,PORTLAND,50.567189,-2.446035,"Harbor.create(name: ""Portland"", lat: 50.567189, lng: -2.446035, query: ""PORTLAND"")"
Porto Alexandre (Tombwa),Angola,PORTO_ALEXANDRE,-15.8040232,11.844982,"Harbor.create(name: ""Porto Alexandre (Tombwa)"", lat: -15.8040232, lng: 11.844982, query: ""PORTO_ALEXANDRE"")"
Porto Corsini,Italie,PORTO_CORSINI,44.49404579999999,12.2788825,"Harbor.create(name: ""Porto Corsini"", lat: 44.49404579999999, lng: 12.2788825, query: ""PORTO_CORSINI"")"
Porto Empedocle,Italie,PORTO_EMPEDOCLE,37.2881801,13.5271724,"Harbor.create(name: ""Porto Empedocle"", lat: 37.2881801, lng: 13.5271724, query: ""PORTO_EMPEDOCLE"")"
Portsall,France,PORTSALL,48.557505,-4.698694,"Harbor.create(name: ""Portsall"", lat: 48.557505, lng: -4.698694, query: ""PORTSALL"")"
Portsmouth,Royaume-Uni,PORTSMOUTH,50.8197675,-1.0879769,"Harbor.create(name: ""Portsmouth"", lat: 50.8197675, lng: -1.0879769, query: ""PORTSMOUTH"")"
Posorja,Equateur,POSORJA,-2.710949,-80.2516473,"Harbor.create(name: ""Posorja"", lat: -2.710949, lng: -80.2516473, query: ""POSORJA"")"
Primel,France,PRIMEL,48.711323,-3.806621,"Harbor.create(name: ""Primel"", lat: 48.711323, lng: -3.806621, query: ""PRIMEL"")"
Prince Rupert,Canada,PRINCE_RUPERT,54.3150367,-130.3208187,"Harbor.create(name: ""Prince Rupert"", lat: 54.3150367, lng: -130.3208187, query: ""PRINCE_RUPERT"")"
Progreso,Mexique,PROGRESO,21.2811908,-89.66516279999999,"Harbor.create(name: ""Progreso"", lat: 21.2811908, lng: -89.66516279999999, query: ""PROGRESO"")"
Providence,Etats-Unis,PROVIDENCE,41.8239891,-71.4128343,"Harbor.create(name: ""Providence"", lat: 41.8239891, lng: -71.4128343, query: ""PROVIDENCE"")"
Pto de Leixoes,Portugal,LEIXOES,41.1827778,-8.703055599999999,"Harbor.create(name: ""Pto de Leixoes"", lat: 41.1827778, lng: -8.703055599999999, query: ""LEIXOES"")"
Puerto Ballenas,Chili,PUERTO_BALLENAS,,,
Puerto Bolivar,Equateur,PUERTO_BOLIVAR,-3.2559896,-79.9947956,"Harbor.create(name: ""Puerto Bolivar"", lat: -3.2559896, lng: -79.9947956, query: ""PUERTO_BOLIVAR"")"
Puerto Corral,Chili,PUERTO_CORRAL,-39.8885744,-73.4315987,"Harbor.create(name: ""Puerto Corral"", lat: -39.8885744, lng: -73.4315987, query: ""PUERTO_CORRAL"")"
Puerto Deseado,Argentine,DESEADO,-47.75156459999999,-65.9013774,"Harbor.create(name: ""Puerto Deseado"", lat: -47.75156459999999, lng: -65.9013774, query: ""DESEADO"")"
Puerto Iradier (Kogo),Guinee Equatoriale,PUERTO_IRADIER,,,
Puerto Lopez,Equateur,PUERTO_LOPEZ,-1.5539322,-80.80455680000001,"Harbor.create(name: ""Puerto Lopez"", lat: -1.5539322, lng: -80.80455680000001, query: ""PUERTO_LOPEZ"")"
Puerto Madryn,Argentine,MADRYN,-42.7694476,-65.0317175,"Harbor.create(name: ""Puerto Madryn"", lat: -42.7694476, lng: -65.0317175, query: ""MADRYN"")"
Puerto Montt,Chili,PUERTO_MONTT,-41.468917,-72.94113639999999,"Harbor.create(name: ""Puerto Montt"", lat: -41.468917, lng: -72.94113639999999, query: ""PUERTO_MONTT"")"
Puerto Stanley,Royaume-Uni (Iles Malouines),PUERTO_STANLEY,-51.6977129,-57.85166269999999,"Harbor.create(name: ""Puerto Stanley"", lat: -51.6977129, lng: -57.85166269999999, query: ""PUERTO_STANLEY"")"
Puerto Vancouver,Argentine,PUERTO_VANCOUVER,45.62723279999999,-122.6749354,"Harbor.create(name: ""Puerto Vancouver"", lat: 45.62723279999999, lng: -122.6749354, query: ""PUERTO_VANCOUVER"")"
Puerto de Guayaquil,Equateur,PUERTO_NUEVO,-2.1709979,-79.9223592,"Harbor.create(name: ""Puerto de Guayaquil"", lat: -2.1709979, lng: -79.9223592, query: ""PUERTO_NUEVO"")"
Puerto-Angel,Mexique,PUERTO-ANGEL,15.6678137,-96.4914257,"Harbor.create(name: ""Puerto-Angel"", lat: 15.6678137, lng: -96.4914257, query: ""PUERTO-ANGEL"")"
Puerto-Armuelles,Panama,PUERTO-ARMUELLES,8.3117647,-82.92864279999999,"Harbor.create(name: ""Puerto-Armuelles"", lat: 8.3117647, lng: -82.92864279999999, query: ""PUERTO-ARMUELLES"")"
